dataset,scene,image,rotation_matrix,translation_vector
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_82182023_330370375.png,0.999864819;-0.007677673;0.014539513;0.007202854;0.999447971;0.032432586;-0.014780493;-0.032323476;0.999368165,-6.971640596;-6.894340676;-36.829661810
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_23360557_2453971988.png,0.998703446;-0.016923204;-0.048010749;0.012555712;0.995875767;-0.089854387;0.049333366;0.089135076;0.994797043,0.521605203;-3.434587109;-52.671791580
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_52650931_8268706459.png,-0.020740461;-0.988972086;0.146642582;0.998912841;-0.026623054;-0.038266809;0.041748880;0.145689486;0.988449091,-2.639753590;-0.210058435;94.877241345
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_97524709_11495119913.png,0.999869866;-0.008638747;0.013624329;0.008421643;0.999837918;0.015912668;-0.013759587;-0.015795858;0.999780558,-9.237549645;-3.666520506;-16.246424706
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_99106990_5972735988.png,0.998470471;-0.015389226;-0.053102640;0.012699989;0.998637578;-0.050613214;0.053809190;0.049861397;0.997305576,0.985288598;13.527595588;103.183905380
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_82967489_11494979004.png,0.957463146;0.048309615;0.284482874;-0.113722204;0.969266664;0.218149935;-0.265201027;-0.241222542;0.933530985,-51.708793555;-51.106529669;-118.504102175
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_40301482_6349100470.png,0.999676207;-0.016858123;-0.019060021;0.012841039;0.980900682;-0.194084930;0.021967895;0.193777336;0.980799549,0.847251185;1.290803982;-33.395545144
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_09748237_4479958542.png,0.999286280;0.023024825;-0.029946429;-0.021567766;0.998609619;0.048100514;0.031012298;-0.047420306;0.998393486,-9.144969916;-29.975069075;-134.810691112
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_05099279_2123782505.png,0.999661335;-0.025399297;-0.005664848;0.024329187;0.989429133;-0.142961819;0.009236096;0.142775582;0.989711992,2.058065056;3.892632960;104.668211594
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_40047213_6060347747.png,0.998757094;-0.027660091;-0.041463077;0.023951843;0.995884646;-0.087407561;0.043710143;0.086305804;0.995309365,-1.435664307;11.093014656;118.982639498
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_35012799_233724898.png,0.999553863;-0.009596530;-0.028283945;0.007077195;0.996107353;-0.087863836;0.029017033;0.087624465;0.995730870,6.519877972;9.246080357;102.762706717
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_15626988_320395276.png,0.999862041;-0.010094235;-0.013191133;0.008872573;0.995938561;-0.089597214;0.014041973;0.089467814;0.995890724,0.609280614;-2.455267746;-34.255135148
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_47981545_2123782613.png,0.999676901;-0.016418441;-0.019404324;0.013367007;0.988885937;-0.148074060;0.021619809;0.147766839;0.988785894,0.754383858;2.290603564;96.148047402
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_40357326_9141483717.png,0.996685060;-0.003616600;0.081276147;0.017226635;0.985740904;-0.167386123;-0.079511854;0.168231362;0.982535533,-16.971389122;-2.408445502;-21.738457401
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_33878661_5337234382.png,0.999138639;-0.004187203;-0.041284956;0.001514954;0.997913522;-0.064546935;0.041469087;0.064428792;0.997060302,4.069481649;9.945117407;93.309548942
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_96431892_320398075.png,0.999224439;-0.021739935;-0.032831311;0.018331401;0.994740837;-0.100770165;0.034849382;0.100090168;0.994367879,0.086395610;6.628314777;92.519910175
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_66281696_4846036976.png,0.999893220;0.008154350;-0.012126613;-0.010477874;0.978502477;-0.205968727;0.010186380;0.206073795;0.978483433,-9.448163060;-0.703094380;3.644663625
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_97855310_320398500.png,0.999249161;-0.025429037;-0.029231475;0.022473284;0.994997352;-0.097340747;0.031560522;0.096610732;0.994821743,-2.010323380;7.055510757;94.314558120
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_84741117_2234024581.png,0.999764107;0.008213287;0.020106536;-0.006764529;0.997446929;-0.071090539;-0.020639090;0.070937758;0.997267197,-10.138579848;-4.690461884;-55.716991822
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_86821641_6619697153.png,0.999872343;-0.011255309;-0.011340878;0.009224469;0.986174210;-0.165454940;0.013046328;0.165329205;0.986152142,-0.461392224;-0.651475316;-64.142214985
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_46483850_3092227510.png,0.999968540;-0.006865938;-0.003972097;0.006618775;0.998223779;-0.059207081;0.004371554;0.059178928;0.998237819,-1.924381604;-5.152902944;-53.167737620
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_34892661_4479236831.png,0.999463551;-0.026458038;-0.019302388;0.028787810;0.990755475;0.132570175;0.015616400;-0.133054731;0.990985654,0.758466392;-29.046205909;-98.031794641
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_33561486_8345882977.png,0.997670641;0.018374242;0.065693826;-0.007908259;0.987700909;-0.156154968;-0.067755081;0.155271703;0.985545508,-19.244441327;-1.228728734;-41.802363037
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_72418664_4552163871.png,0.994066904;-0.002021162;-0.108751573;0.001037323;0.999958034;-0.009102474;0.108765407;0.008935657;0.994027284,20.767486681;-18.037570056;-106.796308393
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_35871047_6486466789.png,0.999024278;-0.020503484;0.039116482;0.019468619;0.999455067;0.026655981;-0.039641707;-0.025868428;0.998879051,-13.034234761;-4.173027640;-15.065357895
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_05644193_4809375226.png,0.999684734;-0.009937320;-0.023058255;0.007176628;0.993122356;-0.116860953;0.024060953;0.116658630;0.992880574,0.957090746;-4.313391106;-57.017469415
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_80209116_3299258442.png,0.985873781;-0.015154043;-0.166803008;0.014736821;0.999884417;-0.003738817;0.166840387;0.001227856;0.985983153,28.755061071;-17.085455210;-98.750490664
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_48590156_9372591744.png,0.999735449;0.006514732;-0.022058800;-0.008176088;0.997067986;-0.076082739;0.021498465;0.076242965;0.996857475,2.087272798;14.068330444;147.146639288
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_41314954_4418442825.png,0.999382909;-0.010825804;-0.033415612;0.007369986;0.994771299;-0.101861402;0.034343623;0.101552272;0.994237221,1.288555238;-2.514955371;-38.147339063
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_53757432_11494604856.png,0.999243902;-0.018621858;0.034129924;0.019085315;0.999729340;-0.013304064;-0.033872940;0.013945385;0.999328850,-12.463821242;4.453437359;34.995050615
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_86871041_2123874981.png,0.993981816;0.001416613;-0.109536037;0.003219635;0.999106621;0.042137790;0.109497872;-0.042236864;0.993089252,23.258527409;-19.627353419;-85.985400933
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_80696644_2234023339.png,0.999947139;0.002378159;-0.010003168;-0.003935675;0.987319637;-0.158696075;0.009498919;0.158727056;0.987276806,-7.741689011;-0.101797291;-40.750979577
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_79695821_354966524.png,0.979083696;-0.019879201;-0.202484405;-0.000961291;0.994752159;-0.102309424;0.203455629;0.100364135;0.973926510,16.682281816;-2.485159026;-34.185764901
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_70456501_320396748.png,0.999809927;-0.018858164;-0.004947589;0.018331444;0.995702039;-0.090782199;0.006638310;0.090674248;0.995858481,0.382493012;-2.575412335;-34.096568954
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_28658320_3250275528.png,0.962547892;-0.048871754;-0.266670410;0.023605297;0.994990273;-0.097144978;0.270082110;0.087211860;0.958879422,-2.970327818;-6.006565234;-75.496940021
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_67319805_2215339300.png,0.999626463;-0.002839434;-0.027182192;-0.001296728;0.988540620;-0.150949535;0.027299312;0.150928397;0.988167681,0.827456851;1.762649952;93.307002593
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_68284397_7307804012.png,0.999982674;-0.002128004;0.005488425;0.002338869;0.999247982;-0.038704005;-0.005401935;0.038716171;0.999235646,0.124090921;-8.637039086;-63.359659965
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_72721370_6780643247.png,0.988525474;-0.019948460;-0.149731249;0.018710992;0.999778181;-0.009668942;0.149890917;0.006756375;0.988679455,23.827807176;-12.840958959;-71.326975416
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_89175833_3348677963.png,0.999602400;-0.019807097;-0.020067911;0.020172860;0.999631008;0.018190759;0.019700200;-0.018588354;0.999633120,0.874723170;-9.688364228;-54.877852732
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_17911381_11822031993.png,0.999637957;-0.009640919;-0.025119874;0.007702529;0.997066563;-0.076150777;0.025780350;0.075929721;0.996779841,1.485912128;10.709366812;102.322217989
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_99395911_415466662.png,0.996420963;-0.018783158;-0.082416364;0.012000305;0.996557092;-0.082036305;0.083673513;0.080753673;0.993215781,8.233242581;8.908113218;102.705886653
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_70518655_6429111743.png,0.992969990;0.020516205;0.116574803;-0.004439537;0.990626449;-0.136526663;-0.118283093;0.135049341;0.983753417,-13.129503250;2.295465300;92.778746567
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_99238567_2155545598.png,0.985854725;-0.040432312;-0.162652047;0.029592821;0.997210583;-0.068522385;0.164968862;0.062739784;0.984301272,26.059290941;11.868512349;111.614135238
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_40461214_8192836476.png,0.999885003;-0.009144657;-0.012097797;0.008381709;0.998060851;-0.061678890;0.012638370;0.061570397;0.998022724,-0.918503391;-4.990834363;-52.990907594
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_78595827_6619694947.png,0.997488522;-0.024621145;-0.066411209;0.026451681;0.999290071;0.026826534;0.065703561;-0.028515848;0.997431646,-2.261260204;-10.435558062;-52.855514173
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_02760416_4808737899.png,0.999537487;-0.019617760;-0.023236935;0.016606285;0.992222640;-0.123363138;0.025476321;0.122920202;0.992089503,1.008501188;-0.977306812;-33.151098869
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_36670333_3773568633.png,0.998336316;-0.005712760;0.057375641;0.011150746;0.995423306;-0.094911025;-0.056570846;0.095392904;0.993830938,-26.641677964;7.713557170;104.830279986
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_87115605_383650319.png,0.999663184;-0.001082981;0.025929632;0.002159505;0.999135123;-0.041525197;-0.025862235;0.041567206;0.998800937,-8.485578904;-5.458705999;-48.175726242
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_57532696_297637106.png,0.999324511;-0.011985314;-0.034740099;0.004099359;0.975778606;-0.218721986;0.036520097;0.218431830;0.975168610,1.759318552;2.178699988;-63.934864950
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_46195638_3569985892.png,0.997393899;0.003804440;0.072048149;-0.001195126;0.999342953;-0.036224775;-0.072138625;0.036044263;0.996743111,-20.531831697;-10.942738177;-77.786106442
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_03779515_11822031593.png,0.999607858;-0.003998545;-0.027715366;0.001363273;0.995527961;-0.094457505;0.027969114;0.094382681;0.995143024,0.765617268;7.150397994;94.536920463
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_95761991_3716491774.png,0.001222073;-0.996753318;0.080506708;0.997998268;-0.003874734;-0.063122449;0.063229452;0.080422695;0.994753350,5.360954793;5.379148025;-56.264104319
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_81509461_2124556500.png,0.996250443;-0.044738274;-0.074050946;0.041953611;0.998368102;-0.038743091;0.075663402;0.035491117;0.996501596,13.805150078;-3.619205453;-25.004280731
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_07292828_6865863886.png,0.999507058;-0.010219005;-0.029685225;0.006717334;0.993255676;-0.115749899;0.030667867;0.115493436;0.992834703,1.409335958;-3.618579929;-62.980724500
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_25038173_427948647.png,0.992221653;-0.013889007;-0.123706457;0.044989096;0.966596426;0.252323861;0.116069691;-0.255926640;0.959702757,26.443238652;-60.997896096;-132.976385421
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_75960124_233048597.png,0.998595822;-0.051388305;-0.012869606;0.051176778;0.998557249;-0.016259072;0.013686564;0.015577616;0.999784985,1.823672004;20.557209593;122.341476615
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_45203396_7995388605.png,0.999702419;-0.007304101;-0.023274946;0.005717094;0.997700412;-0.067536675;0.023714718;0.067383512;0.997445274,1.134029755;8.975777591;91.846464740
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_96947007_371077369.png,0.999468047;-0.019516799;-0.026128878;0.018294408;0.998763205;-0.046231758;0.026998858;0.045729153;0.998588958,0.663970196;16.842651768;124.209850182
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_51297211_3293524007.png,0.999926536;0.005906612;-0.010584603;-0.006044828;0.999896259;-0.013074082;0.010506281;0.013137103;0.999858507,-4.334233501;-7.374259264;-52.233461949
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_88652653_6486332399.png,0.999523245;-0.020390120;-0.023184591;0.018944257;0.997960479;-0.060958986;0.024380267;0.060490709;0.997870972,0.846896909;9.417766385;91.356621850
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_92344991_5630498660.png,0.999026556;-0.029595156;0.032711882;0.031505659;0.997729787;-0.059520303;-0.030876106;0.060492972;0.997690967,-11.050865435;7.691516603;85.795305079
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_85291466_3299259390.png,0.998859637;0.019170644;0.043725425;-0.010021534;0.979628172;-0.200569722;-0.046679709;0.199902804;0.978703159,-5.460772704;0.624447093;-63.771904196
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_73045053_2123874963.png,0.997448419;-0.005605153;-0.071170457;-0.006439549;0.985785213;-0.167887006;0.071099817;0.167916935;0.983233807,-4.620588115;0.319932665;95.682515240
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_54900410_4709458745.png,0.999610099;0.004085694;-0.027621691;-0.006548855;0.995948954;-0.089681625;0.027143383;0.089827548;0.995587389,0.469016194;9.050595057;102.356732368
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_61499819_8185541808.png,0.909744725;-0.174471159;-0.376728483;0.149124249;0.984178394;-0.095680966;0.387461603;0.030865902;0.921368983,-2.324983736;15.965946836;34.794120627
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_08811062_7652433566.png,0.961742647;0.105871163;0.252670491;-0.078171492;0.990017373;-0.117280941;-0.262564846;0.093042453;0.960418036,-21.799293248;2.044613080;7.458732311
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_29137875_1898785145.png,0.999605230;0.006707566;0.027283544;-0.006938174;0.999940931;0.008366409;-0.027225814;-0.008552404;0.999592723,-5.629877488;7.677981878;14.326511940
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_80420443_8644508595.png,0.991798625;0.108584354;-0.067416058;-0.122423708;0.958611985;-0.257051546;0.036714065;0.263196693;0.964043349,2.802621585;15.012673199;70.237699932
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_28850329_4038914991.png,0.999918746;-0.011810337;-0.004797727;0.011756236;0.999868701;-0.011152242;0.004928809;0.011094933;0.999926302,-5.123133569;10.269428087;20.272257150
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_77160340_9329931708.png,0.928674937;-0.190297276;-0.318354846;0.163246285;0.980449708;-0.109859094;0.333036802;0.050053141;0.941584394,3.934151934;-1.644635099;-3.791884763
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_34381859_7319928252.png,0.990540527;-0.072182050;-0.116701395;0.072234899;0.997380477;-0.003782072;0.116668691;-0.004683618;0.993159846,4.002740747;-3.175151133;-6.062822555
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_23624636_5162872877.png,0.977231472;-0.111133518;-0.180742887;0.083531448;0.984572520;-0.153751263;0.195041398;0.135152858;0.971438396,-2.581248837;31.155010454;84.134963777
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_16894231_3531570752.png,0.990512402;-0.080675857;-0.111250112;0.067650420;0.990912052;-0.116261452;0.119618569;0.107632293;0.986968433,4.238661820;0.510685759;0.276911812
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_59351891_5209994388.png,0.976402986;0.066842020;0.205351779;-0.074428014;0.996791935;0.029433144;-0.202725626;-0.044022535;0.978245540,-20.323274098;-9.209894080;-15.051165513
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_74628702_527678504.png,0.996722205;0.028120585;0.075855639;-0.028354224;0.999595928;0.002004631;-0.075768617;-0.004148888;0.997116795,-11.565187812;-8.255379369;-11.247737822
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_05641764_12250203953.png,0.987971396;-0.085253122;-0.129013282;0.063313163;0.984174529;-0.165505107;0.141081413;0.155346072;0.977733927,3.373391755;-0.744939791;-1.832114691
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_02796054_3846089993.png,0.946310434;-0.139673965;-0.291526580;0.108054866;0.986635936;-0.121957681;0.304664913;0.083908960;0.948756332,3.640560662;0.551419703;2.712664055
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_61565132_8158727335.png,0.995029003;0.054109166;0.083603124;-0.072634631;0.968654202;0.237556829;-0.068128515;-0.242448417;0.967769224,-8.418222702;-13.739934109;-3.233757162
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_62295984_6069707235.png,0.913484345;-0.164562582;-0.372109537;0.183116799;0.982979534;0.014814668;0.363338119;-0.081672475;0.928070589,19.601831077;-7.449466260;-11.277218257
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_16273036_6590036823.png,0.966194104;0.101644793;0.236933092;-0.061470374;0.983321068;-0.171175554;-0.250380405;0.150824445;0.956327161,-10.143705305;4.210711686;12.212314599
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_18206585_1326228024.png,0.091049705;0.982090375;-0.164949829;-0.963588304;0.128700286;0.234379640;0.251411079;0.137603529;0.958048923,-3.569097915;-6.936855734;-10.433127070
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_04223687_109190093.png,0.995836469;-0.066769310;-0.062061149;0.052053481;0.975411432;-0.214156422;0.074834231;0.210034276;0.974825851,5.042533538;12.124942196;36.501111833
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_87389732_138449670.png,0.999251574;-0.017013868;-0.034739311;0.011616625;0.988612121;-0.150037091;0.036896415;0.149521246;0.988069862,5.739821100;29.717636964;87.726624992
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_75319895_8696585631.png,0.930430162;0.123833655;0.344912944;-0.085303633;0.988509367;-0.124789909;-0.356402867;0.086685968;0.930302392,-25.232405187;-3.305275335;-10.628269268
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_22051479_11389229645.png,0.997967279;-0.012450593;0.062500349;0.041275498;0.873511152;-0.485051132;-0.048555577;0.486644892;0.872249451,-3.342760252;0.028146923;-7.446332067
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_37031536_5918950469.png,0.974117188;-0.098112824;-0.203640806;0.088903151;0.994580098;-0.053913427;0.207826691;0.034413687;0.977560108,12.150264506;-3.518516746;-8.447092443
pt_stpeters_stpauls,st_pauls_cathedral,st_pauls_cathedral_61928556_183808445.png,0.997248321;0.019321295;0.071571456;-0.012010113;0.994792769;-0.101208221;-0.073154241;0.100070147;0.992287470,-10.360165928;-4.427010479;-10.742020040
